"fecha";"Run Fondo";"serie fondo";"intervalo_de_tiempo";"rentabilidad_acumulada"
2023-02-11;"8059";APV;"6M";0.052749379440965694
2023-02-11;"8059";APV;"1Y";0.08968009240302677
2023-02-11;"8059";APV;YTD;0.012412041663929507
2023-02-12;"8059";APV;"1M";0.008931627137771514
2023-02-12;"8059";APV;"3M";0.026752990594928416
2023-02-12;"8059";APV;"6M";0.052789880645263576
2023-02-12;"8059";APV;"1Y";0.08985518320183594
2023-02-12;"8059";APV;YTD;0.012704348251671771
2023-02-13;"8059";APV;"1M";0.008932969240339705
2023-02-13;"8059";APV;"3M";0.02675300275817505
2023-02-13;"8059";APV;"6M";0.0528296228457279
2023-02-13;"8059";APV;"1Y";0.09002844713406266
2023-02-13;"8059";APV;YTD;0.012996083477298859
2023-02-14;"8059";APV;"1M";0.0089335780440567
2023-02-14;"8059";APV;"3M";0.02675245513037572
2023-02-14;"8059";APV;"6M";0.05286861797490183
2023-02-14;"8059";APV;"1Y";0.09020104090525893
2023-02-14;"8059";APV;YTD;0.01328726626008625
2023-02-15;"8059";APV;"1M";0.008934923861103838
2023-02-15;"8059";APV;"3M";0.026752544262345523
2023-02-15;"8059";APV;"6M";0.05290414753887385
2023-02-15;"8059";APV;"1Y";0.09037542807683141
2023-02-15;"8059";APV;YTD;0.01357928905869854
2023-02-16;"8059";APV;"1M";0.008927782418312269
2023-02-16;"8059";APV;"3M";0.026744394153743967
2023-02-16;"8059";APV;"6M";0.052938956414512406
2023-02-16;"8059";APV;"1Y";0.09053911779641455
2023-02-16;"8059";APV;YTD;0.01386290602328022
2023-02-17;"8059";APV;"1M";0.00892857830187932
2023-02-17;"8059";APV;"3M";0.026744754737290766
2023-02-17;"8059";APV;"6M";0.052976551727107024
2023-02-17;"8059";APV;"1Y";0.09070946189667928
2023-02-17;"8059";APV;YTD;0.014155155853196488
2023-02-18;"8059";APV;"1M";0.008929189814738558
2023-02-18;"8059";APV;"3M";0.026745115941449793
2023-02-18;"8059";APV;"6M";0.05301609059627954
2023-02-18;"8059";APV;"1Y";0.09088042628761905
2023-02-18;"8059";APV;YTD;0.014447592983938495
2023-02-19;"8059";APV;"1M";0.008935609782884324
2023-02-19;"8059";APV;"3M";0.02674579548985956
2023-02-19;"8059";APV;"6M";0.053056770766237715
2023-02-19;"8059";APV;"1Y";0.09105183796783867
2023-02-19;"8059";APV;YTD;0.014740533367404218
2023-02-20;"8059";APV;"1M";0.008936530121267827
2023-02-20;"8059";APV;"3M";0.02674745752687624
2023-02-20;"8059";APV;"6M";0.05309764500097036
2023-02-20;"8059";APV;"1Y";0.09122463081852628
2023-02-20;"8059";APV;YTD;0.015033821865536146
2023-02-21;"8059";APV;"1M";0.008936997094760146
2023-02-21;"8059";APV;"3M";0.02674769585473391
2023-02-21;"8059";APV;"6M";0.053137492773525086
2023-02-21;"8059";APV;"1Y";0.09139483488523714
2023-02-21;"8059";APV;YTD;0.015326839818030624
2023-02-22;"8059";APV;"1M";0.008937381451179283
2023-02-22;"8059";APV;"3M";0.026751753300645165
2023-02-22;"8059";APV;"6M";0.05317723765028459
2023-02-22;"8059";APV;"1Y";0.09156623342736192
2023-02-22;"8059";APV;YTD;0.015620162370858282
2023-02-23;"8059";APV;"1M";0.008930875424353779
2023-02-23;"8059";APV;"3M";0.02674884350634632
2023-02-23;"8059";APV;"6M";0.05320926752256061
2023-02-23;"8059";APV;"1Y";0.09172880504925174
2023-02-23;"8059";APV;YTD;0.01590655857698664
2023-02-24;"8059";APV;"1M";0.008932229755857168
2023-02-24;"8059";APV;"3M";0.026753746427183867
2023-02-24;"8059";APV;"6M";0.05324859352090838
2023-02-24;"8059";APV;"1Y";0.09189798547990535
2023-02-24;"8059";APV;YTD;0.01620030870543676
2023-02-25;"8059";APV;"1M";0.008932655156740354
2023-02-25;"8059";APV;"3M";0.026758653220426698
2023-02-25;"8059";APV;"6M";0.05328584299078787
2023-02-25;"8059";APV;"1Y";0.09206727495154521
2023-02-25;"8059";APV;YTD;0.016494248026640124
2023-02-26;"8059";APV;"1M";0.008941745584106764
2023-02-26;"8059";APV;"3M";0.026764045323169894
2023-02-26;"8059";APV;"6M";0.05332751037479233
2023-02-26;"8059";APV;"1Y";0.09223718554055371
2023-02-26;"8059";APV;YTD;0.016788853306335172
2023-02-27;"8059";APV;"1M";0.008941359316657627
2023-02-27;"8059";APV;"3M";0.026764208317074933
2023-02-27;"8059";APV;"6M";0.0533650169595985
2023-02-27;"8059";APV;"1Y";0.09240130634664623
2023-02-27;"8059";APV;YTD;0.01707960472964487
2023-02-28;"8059";APV;"1M";0.008941553264309343
2023-02-28;"8059";APV;"3M";0.026764895386576226
2023-02-28;"8059";APV;"6M";0.05340139936968202
2023-02-28;"8059";APV;"1Y";0.09256959906963691
2023-02-28;"8059";APV;YTD;0.01737112805938823
2023-03-01;"8059";APV;"1M";0.008072698730870576
2023-03-01;"8059";APV;"3M";0.02617647450136995
2023-03-01;"8059";APV;"6M";0.05264346838286871
2023-03-01;"8059";APV;"1Y";0.0927379548835352
2023-03-01;"8059";APV;YTD;0.01766469088701239
2023-03-02;"8059";APV;"1M";0.008073909273298652
2023-03-02;"8059";APV;"3M";0.026175147230562024
2023-03-02;"8059";APV;"6M";0.05267492022007181
2023-03-02;"8059";APV;"1Y";0.09290000005341947
2023-03-02;"8059";APV;YTD;0.017952697123471584
2023-03-03;"8059";APV;"1M";0.008074422359208189
2023-03-03;"8059";APV;"3M";0.026179591268018276
2023-03-03;"8059";APV;"6M";0.05271231420959355
2023-03-03;"8059";APV;"1Y";0.09307065503269807
2023-03-03;"8059";APV;YTD;0.01824661374154468
2023-03-04;"8059";APV;"1M";0.008074935525107074
2023-03-04;"8059";APV;"3M";0.026181531893646026
2023-03-04;"8059";APV;"6M";0.05275134644265789
2023-03-04;"8059";APV;"1Y";0.09324141900641902
2023-03-04;"8059";APV;YTD;0.01854071955237102
2023-03-05;"8059";APV;"1M";0.00807218544875754
2023-03-05;"8059";APV;"3M";0.026180768314810976
2023-03-05;"8059";APV;"6M";0.0527880562205032
2023-03-05;"8059";APV;"1Y";0.09340932953441117
2023-03-05;"8059";APV;YTD;0.018832254233679624
2023-03-06;"8059";APV;"1M";0.00807099085151064
2023-03-06;"8059";APV;"3M";0.0261797812168707
2023-03-06;"8059";APV;"6M";0.052822470115085896
2023-03-06;"8059";APV;"1Y";0.09357752539052488
2023-03-06;"8059";APV;YTD;0.01912457217298713
2023-03-07;"8059";APV;"1M";0.008067771482840103
2023-03-07;"8059";APV;"3M";0.026177409155168307
2023-03-07;"8059";APV;"6M";0.05285220389372092
2023-03-07;"8059";APV;"1Y";0.09374232163662222
2023-03-07;"8059";APV;YTD;0.01941570008987603
2023-03-08;"8059";APV;"1M";0.008065041102934156
2023-03-08;"8059";APV;"3M";0.026171684195742895
2023-03-08;"8059";APV;"6M";0.052876289511344154
2023-03-08;"8059";APV;"1Y";0.0939051928054595
2023-03-08;"8059";APV;YTD;0.019706740978098436
2023-03-09;"8059";APV;"1M";0.008066180103974752
2023-03-09;"8059";APV;"3M";0.02616511967049795
2023-03-09;"8059";APV;"6M";0.052895802086116106
2023-03-09;"8059";APV;"1Y";0.09406307001933367
2023-03-09;"8059";APV;YTD;0.019993519353588285
2023-03-10;"8059";APV;"1M";0.008067871224777035
2023-03-10;"8059";APV;"3M";0.02616565924865011
2023-03-10;"8059";APV;"6M";0.052922621818820126
2023-03-10;"8059";APV;"1Y";0.09422842637621387
2023-03-10;"8059";APV;YTD;0.020287545703458143
2023-03-11;"8059";APV;"1M";0.008069561737582998
2023-03-11;"8059";APV;"3M";0.02616571133173551
2023-03-11;"8059";APV;"6M";0.05294282782733961
2023-03-11;"8059";APV;"1Y";0.09439389124258457
2023-03-11;"8059";APV;YTD;0.02058176313800897
2023-03-12;"8059";APV;"1M";0.008067195178566022
2023-03-12;"8059";APV;"3M";0.026164011459808734
2023-03-12;"8059";APV;"6M";0.05295978224171005
2023-03-12;"8059";APV;"1Y";0.09455716811916859
2023-03-12;"8059";APV;YTD;0.020874031887200495
2023-03-13;"8059";APV;"1M";0.008065837465053294
2023-03-13;"8059";APV;"3M";0.026163422659283952
2023-03-13;"8059";APV;"6M";0.05297215931087096
2023-03-13;"8059";APV;"1Y";0.09472089904847691
2023-03-13;"8059";APV;YTD;0.02116674523936224
2023-03-14;"8059";APV;"1M";0.008064723921266559
2023-03-14;"8059";APV;"3M";0.02616236646295067
2023-03-14;"8059";APV;"6M";0.052983158255375695
2023-03-14;"8059";APV;"1Y";0.09488474098407362
2023-03-14;"8059";APV;YTD;0.021459148315408738
2023-03-15;"8059";APV;"1M";0.008063456874593866
2023-03-15;"8059";APV;"3M";0.026162591298279025
2023-03-15;"8059";APV;"6M";0.05299558344384514
2023-03-15;"8059";APV;"1Y";0.09505163628615065
2023-03-15;"8059";APV;YTD;0.021752241945004913
2023-03-16;"8059";APV;"1M";0.008066967332362784
2023-03-16;"8059";APV;"3M";0.026158977794566773
2023-03-16;"8059";APV;"6M";0.05300408262857981
2023-03-16;"8059";APV;"1Y";0.09521114787410179
2023-03-16;"8059";APV;YTD;0.022041704965664488
2023-03-17;"8059";APV;"1M";0.008067452142829445
2023-03-17;"8059";APV;"3M";0.026160836423563705
2023-03-17;"8059";APV;"6M";0.053018207912420845
2023-03-17;"8059";APV;"1Y";0.09537698735106948
2023-03-17;"8059";APV;YTD;0.022336804038445957
2023-03-18;"8059";APV;"1M";0.008067938914316342
2023-03-18;"8059";APV;"3M";0.026162646111237864
2023-03-18;"8059";APV;"6M";0.0530323396055985
2023-03-18;"8059";APV;"1Y";0.0955429371620442
2023-03-18;"8059";APV;YTD;0.022632094195907948
2023-03-19;"8059";APV;"1M";0.008068048514840331
2023-03-19;"8059";APV;"3M";0.02616440668889841
2023-03-19;"8059";APV;"6M";0.053046957131730466
2023-03-19;"8059";APV;"1Y";0.09570891964905659
2023-03-19;"8059";APV;YTD;0.022927509220587172
2023-03-20;"8059";APV;"1M";0.008068134782092562
2023-03-20;"8059";APV;"3M";0.02616564560219614
2023-03-20;"8059";APV;"6M";0.053063611469954086
2023-03-20;"8059";APV;"1Y";0.0958756156737961
2023-03-20;"8059";APV;YTD;0.02322325154872984
2023-03-21;"8059";APV;"1M";0.008067885879771586
2023-03-21;"8059";APV;"3M";0.026166214731452753
2023-03-21;"8059";APV;"6M";0.053078912658946154
2023-03-21;"8059";APV;"1Y";0.09604103228599747
2023-03-21;"8059";APV;YTD;0.023518380892351587
2023-03-22;"8059";APV;"1M";0.008067562051099042
2023-03-22;"8059";APV;"3M";0.02616822911951089
2023-03-22;"8059";APV;"6M";0.05309077249664229
2023-03-22;"8059";APV;"1Y";0.09620576677422998
2023-03-22;"8059";APV;YTD;0.02381374105113232
2023-03-23;"8059";APV;"1M";0.008073519095554982
2023-03-23;"8059";APV;"3M";0.02616980875485786
2023-03-23;"8059";APV;"6M";0.053104719711757564
2023-03-23;"8059";APV;"1Y";0.09637014251193743
2023-03-23;"8059";APV;YTD;0.024108499576957598
2023-03-24;"8059";APV;"1M";0.008072361942717654
2023-03-24;"8059";APV;"3M";0.026171390354813306
2023-03-24;"8059";APV;"6M";0.053118677717523655
2023-03-24;"8059";APV;"1Y";0.09653438694347649
2023-03-24;"8059";APV;YTD;0.024403445403608615
2023-03-25;"8059";APV;"1M";0.008071203956441675
2023-03-25;"8059";APV;"3M";0.026173465759788073
2023-03-25;"8059";APV;"6M";0.05313270373150125
2023-03-25;"8059";APV;"1Y";0.09669660779624878
2023-03-25;"8059";APV;YTD;0.024698580423012872
2023-03-26;"8059";APV;"1M";0.008070128806472843
2023-03-26;"8059";APV;"3M";0.02617612662646418
2023-03-26;"8059";APV;"6M";0.05314213400420287
2023-03-26;"8059";APV;"1Y";0.09685954436472999
2023-03-26;"8059";APV;YTD;0.024994470321503037
2023-03-27;"8059";APV;"1M";0.008073781750020714
2023-03-27;"8059";APV;"3M";0.02617928642744105
2023-03-27;"8059";APV;"6M";0.053160454484042274
2023-03-27;"8059";APV;"1Y";0.0970245912109744
2023-03-27;"8059";APV;YTD;0.02529128348062959
2023-03-28;"8059";APV;"1M";0.00807707128893731
2023-03-28;"8059";APV;"3M";0.026181227318354594
2023-03-28;"8059";APV;"6M";0.053177255034502435
2023-03-28;"8059";APV;"1Y";0.09719200559986874
2023-03-28;"8059";APV;YTD;0.02558850718803063
2023-03-29;"8059";APV;"1M";0.008369086150009197
2023-03-29;"8059";APV;"3M";0.02618037026383524
2023-03-29;"8059";APV;"6M";0.053192085953404966
2023-03-29;"8059";APV;"1Y";0.09735355207864438
2023-03-29;"8059";APV;YTD;0.025885594676649193
2023-03-30;"8059";APV;"1M";0.008664784925770386
2023-03-30;"8059";APV;"3M";0.02618643007371113
2023-03-30;"8059";APV;"6M";0.05321223185559454
2023-03-30;"8059";APV;"1Y";0.09750823265313424
2023-03-30;"8059";APV;YTD;0.02618643007371113
2023-03-31;"8059";APV;"1M";0.008956675192049346
2023-03-31;"8059";APV;"3M";0.026188424579364655
2023-03-31;"8059";APV;"6M";0.05351701338797188
2023-03-31;"8059";APV;"1Y";0.0976432759264716
2023-03-31;"8059";APV;YTD;0.02648339080318518
2023-04-01;"8059";APV;"1M";0.00895761817419638
2023-04-01;"8059";APV;"3M";0.026190420698817718
2023-04-01;"8059";APV;"6M";0.05353310931289523
2023-04-01;"8059";APV;"1Y";0.0977784030942559
2023-04-01;"8059";APV;YTD;0.026780542617339975
2023-04-02;"8059";APV;"1M";0.008962042276415616
2023-04-02;"8059";APV;"3M";0.02618590729538739
2023-04-02;"8059";APV;"6M";0.05354820559955553
2023-04-02;"8059";APV;"1Y";0.09791120983682622
2023-04-02;"8059";APV;YTD;0.027075632230483482
2023-04-03;"8059";APV;"1M";0.008962171817624043
2023-04-03;"8059";APV;"3M";0.02618861919836979
2023-04-03;"8059";APV;"6M";0.053561360343856945
2023-04-03;"8059";APV;"1Y";0.09804233783833594
2023-04-03;"8059";APV;YTD;0.02737231484661029
2023-04-04;"8059";APV;"1M";0.008962580100075446
2023-04-04;"8059";APV;"3M";0.02619116978996594
2023-04-04;"8059";APV;"6M";0.05357194776444829
2023-04-04;"8059";APV;"1Y";0.09817304967898655
2023-04-04;"8059";APV;YTD;0.027669472336547596
2023-04-05;"8059";APV;"1M";0.008965086843604197
2023-04-05;"8059";APV;"3M";0.02619266486813321
2023-04-05;"8059";APV;"6M";0.05358382709084775
2023-04-05;"8059";APV;"1Y";0.09830331203660436
2023-04-05;"8059";APV;YTD;0.02796617387194944
2023-04-06;"8059";APV;"1M";0.00896666633083898
2023-04-06;"8059";APV;"3M";0.026193818204932606
2023-04-06;"8059";APV;"6M";0.0535976955387929
2023-04-06;"8059";APV;"1Y";0.09843285580275052
2023-04-06;"8059";APV;YTD;0.028262722161221276
2023-04-07;"8059";APV;"1M";0.008969608328147416
2023-04-07;"8059";APV;"3M";0.026194969808816415
2023-04-07;"8059";APV;"6M";0.053611574551335694
2023-04-07;"8059";APV;"1Y";0.09856322565252063
2023-04-07;"8059";APV;YTD;0.028559459643246354
2023-04-08;"8059";APV;"1M";0.008972824005267555
2023-04-08;"8059";APV;"3M";0.02619670245917316
2023-04-08;"8059";APV;"6M";0.05362546186364625
2023-04-08;"8059";APV;"1Y";0.0986936818286932
2023-04-08;"8059";APV;YTD;0.02885639010187968
2023-04-09;"8059";APV;"1M";0.008981114965422421
2023-04-09;"8059";APV;"3M";0.026198608646780253
2023-04-09;"8059";APV;"6M";0.053640064756729444
2023-04-09;"8059";APV;"1Y";0.09882495550240766
2023-04-09;"8059";APV;YTD;0.029154198414888643
2023-04-10;"8059";APV;"1M";0.008985361768644617
2023-04-10;"8059";APV;"3M";0.026202812811158438
2023-04-10;"8059";APV;"6M";0.05365232570096379
2023-04-10;"8059";APV;"1Y";0.09895623804522469
2023-04-10;"8059";APV;YTD;0.029455198409646055
2023-04-11;"8059";APV;"1M";0.00898486248887198
2023-04-11;"8059";APV;"3M";0.02620407119871704
2023-04-11;"8059";APV;"6M";0.053665065505324794
2023-04-11;"8059";APV;"1Y";0.09908471094431293
2023-04-11;"8059";APV;YTD;0.029751549938454414
2023-04-12;"8059";APV;"1M";0.008987927753475677
2023-04-12;"8059";APV;"3M";0.026212235044839938
2023-04-12;"8059";APV;"6M";0.053661211541835785
2023-04-12;"8059";APV;"1Y";0.0992149668662532
2023-04-12;"8059";APV;YTD;0.03004957393120211
2023-04-13;"8059";APV;"1M";0.008990133248819143
2023-04-13;"8059";APV;"3M";0.026214461125521282
2023-04-13;"8059";APV;"6M";0.05367142700325234
2023-04-13;"8059";APV;"1Y";0.09934118474833187
2023-04-13;"8059";APV;YTD;0.030347170348327346
2023-04-14;"8059";APV;"1M";0.008992832891850266
2023-04-14;"8059";APV;"3M";0.026216692491944693
2023-04-14;"8059";APV;"6M";0.053681652666962565
2023-04-14;"8059";APV;"1Y";0.09946748246372361
2023-04-14;"8059";APV;YTD;0.03064495974206083
2023-04-15;"8059";APV;"1M";0.008995037926124327
2023-04-15;"8059";APV;"3M";0.026219014174313715
2023-04-15;"8059";APV;"6M";0.05369188240664968
2023-04-15;"8059";APV;"1Y";0.09959386659910363
2023-04-15;"8059";APV;YTD;0.030942942112402783
2023-04-16;"8059";APV;"1M";0.009000825966675174
2023-04-16;"8059";APV;"3M";0.0262212108719706
2023-04-16;"8059";APV;"6M";0.05370090667161098
2023-04-16;"8059";APV;"1Y";0.09972012463591806
2023-04-16;"8059";APV;YTD;0.031240924482744514
2023-04-17;"8059";APV;"1M";0.009001322053127758
2023-04-17;"8059";APV;"3M";0.02622301849278008
2023-04-17;"8059";APV;"6M";0.05370817144105988
2023-04-17;"8059";APV;"1Y";0.0998477864942755
2023-04-17;"8059";APV;YTD;0.031539186858361434
2023-04-18;"8059";APV;"1M";0.009001912374186904
2023-04-18;"8059";APV;"3M";0.026224736423842376
2023-04-18;"8059";APV;"6M";0.05371279613616475
2023-04-18;"8059";APV;"1Y";0.09997506272608425
2023-04-18;"8059";APV;YTD;0.031837738698890616
2023-04-19;"8059";APV;"1M";0.009002998777082105
2023-04-19;"8059";APV;"3M";0.026232482975494742
2023-04-19;"8059";APV;"6M";0.053715964878811695
2023-04-19;"8059";APV;"1Y";0.10009939207503282
2023-04-19;"8059";APV;YTD;0.0321369243351437
2023-04-20;"8059";APV;"1M";0.0090035842947076
2023-04-20;"8059";APV;"3M";0.02623410243002855
2023-04-20;"8059";APV;"6M";0.05371922721744116
2023-04-20;"8059";APV;"1Y";0.10021999466274867
2023-04-20;"8059";APV;YTD;0.03243592834635378
2023-04-21;"8059";APV;"1M";0.009004964156786643
2023-04-21;"8059";APV;"3M";0.026235727447645685
2023-04-21;"8059";APV;"6M";0.05372254006210109
2023-04-21;"8059";APV;"1Y";0.10034572990196522
2023-04-21;"8059";APV;YTD;0.03273512722609939
2023-04-22;"8059";APV;"1M";0.00900630238653255
2023-04-22;"8059";APV;"3M";0.02623714981182501
2023-04-22;"8059";APV;"6M";0.053725858838284735
2023-04-22;"8059";APV;"1Y";0.10047154695568983
2023-04-22;"8059";APV;YTD;0.03303451719052619
2023-04-23;"8059";APV;"1M";0.009007985055798917
2023-04-23;"8059";APV;"3M";0.02623830800879512
2023-04-23;"8059";APV;"6M";0.05372865900854862
2023-04-23;"8059";APV;"1Y";0.10059696777491167
2023-04-23;"8059";APV;YTD;0.033333653636663296
2023-04-24;"8059";APV;"1M";0.009010200698188697
2023-04-24;"8059";APV;"3M";0.026240761045540406
2023-04-24;"8059";APV;"6M";0.05373224645788999
2023-04-24;"8059";APV;"1Y";0.1007227623820719
2023-04-24;"8059";APV;YTD;0.03363352604261105
2023-04-25;"8059";APV;"1M";0.009012374628262654
2023-04-25;"8059";APV;"3M";0.026242225939253183
2023-04-25;"8059";APV;"6M";0.053733779704895346
2023-04-25;"8059";APV;"1Y";0.10084237417550179
2023-04-25;"8059";APV;YTD;0.03393354791083403
2023-04-26;"8059";APV;"1M";0.009013911252079954
2023-04-26;"8059";APV;"3M";0.026251940660464212
2023-04-26;"8059";APV;"6M";0.053736256653271974
2023-04-26;"8059";APV;"1Y";0.10096434765012319
2023-04-26;"8059";APV;YTD;0.034233679510853765
2023-04-27;"8059";APV;"1M";0.009014062307801884
2023-04-27;"8059";APV;"3M";0.02625542023032157
2023-04-27;"8059";APV;"6M";0.05373879341418042
2023-04-27;"8059";APV;"1Y";0.10108190882009227
2023-04-27;"8059";APV;YTD;0.03453332299357004
2023-04-28;"8059";APV;"1M";0.009013778002284756
2023-04-28;"8059";APV;"3M";0.02625867721144548
2023-04-28;"8059";APV;"6M";0.05374067883929934
2023-04-28;"8059";APV;"1Y";0.10119982286914353
2023-04-28;"8059";APV;YTD;0.03483293431351808
2023-04-29;"8059";APV;"1M";0.009013817791512668
2023-04-29;"8059";APV;"3M";0.026262520146400847
2023-04-29;"8059";APV;"6M";0.053742564695375306
2023-04-29;"8059";APV;"1Y";0.10131781254966898
2023-04-29;"8059";APV;YTD;0.0351327405020021
2023-04-30;"8059";APV;"1M";0.009010362263947247
2023-04-30;"8059";APV;"3M";0.02626503757663201
2023-04-30;"8059";APV;"6M";0.05374445098098035
2023-04-30;"8059";APV;"1Y";0.10143588000843984
2023-04-30;"8059";APV;YTD;0.035432741559022096
2023-05-01;"8059";APV;"1M";0.008719607440667021
2023-05-01;"8059";APV;"3M";0.025971364710188904
2023-05-01;"8059";APV;"6M";0.05343874176479568
2023-05-01;"8059";APV;"1Y";0.10155816008775553
2023-05-01;"8059";APV;YTD;0.035733665876678256
2023-05-02;"8059";APV;"1M";0.008722772044381433
2023-05-02;"8059";APV;"3M";0.02598031420085345
2023-05-02;"8059";APV;"6M";0.053443693922251345
2023-05-02;"8059";APV;"1Y";0.10168079865256652
2023-05-02;"8059";APV;YTD;0.03603457884276895
2023-05-03;"8059";APV;"1M";0.008723652546399174
2023-05-03;"8059";APV;"3M";0.025981863693453233
2023-05-03;"8059";APV;"6M";0.053446203567689254
2023-05-03;"8059";APV;"1Y";0.1017956432989282
2023-05-03;"8059";APV;YTD;0.036334753957121935
2023-05-04;"8059";APV;"1M";0.008723050194871629
2023-05-04;"8059";APV;"3M";0.025982188487320812
2023-05-04;"8059";APV;"6M";0.05344745402769169
2023-05-04;"8059";APV;"1Y";0.10190999119358235
2023-05-04;"8059";APV;YTD;0.03663388472747653
2023-05-05;"8059";APV;"1M";0.008723081496725849
2023-05-05;"8059";APV;"3M";0.025981970417938705
2023-05-05;"8059";APV;"6M";0.05344870554206116
2023-05-05;"8059";APV;"1Y";0.10202246135242965
2023-05-05;"8059";APV;YTD;0.03693320658251187
2023-05-06;"8059";APV;"1M";0.008723452626979045
2023-05-06;"8059";APV;"3M";0.025982738201794975
2023-05-06;"8059";APV;"6M";0.05344721307875977
2023-05-06;"8059";APV;"1Y";0.10213500576134615
2023-05-06;"8059";APV;YTD;0.037232723306083404
2023-05-07;"8059";APV;"1M";0.008725269542747771
2023-05-07;"8059";APV;"3M";0.02598430123712192
2023-05-07;"8059";APV;"6M";0.05344857477477327
2023-05-07;"8059";APV;"1Y";0.1022492045707788
2023-05-07;"8059";APV;YTD;0.03753391816937657
2023-05-08;"8059";APV;"1M";0.00872662037971228
2023-05-08;"8059";APV;"3M";0.025986166175512748
2023-05-08;"8059";APV;"6M";0.05344974270778269
2023-05-08;"8059";APV;"1Y";0.10235871297791554
2023-05-08;"8059";APV;YTD;0.03783482924353998
2023-05-09;"8059";APV;"1M";0.00872724604270747
2023-05-09;"8059";APV;"3M";0.02599639257180697
2023-05-09;"8059";APV;"6M";0.05345066574545032
2023-05-09;"8059";APV;"1Y";0.1024599466562095
2023-05-09;"8059";APV;YTD;0.038135880320340876
2023-05-10;"8059";APV;"1M";0.008726532098593198
2023-05-10;"8059";APV;"3M";0.026001706029010974
2023-05-10;"8059";APV;"6M";0.053452278981687584
2023-05-10;"8059";APV;"1Y";0.10256321433357818
2023-05-10;"8059";APV;YTD;0.03843877224263159
2023-05-11;"8059";APV;"1M";0.008727485779312705
2023-05-11;"8059";APV;"3M";0.026003888930014485
2023-05-11;"8059";APV;"6M";0.05345252431371206
2023-05-11;"8059";APV;"1Y";0.10265824792599365
2023-05-11;"8059";APV;YTD;0.03873869194676738
2023-05-12;"8059";APV;"1M";0.008726988412802505
2023-05-12;"8059";APV;"3M";0.026004091343444724
2023-05-12;"8059";APV;"6M";0.05345276914951391
2023-05-12;"8059";APV;"1Y";0.10275385304575235
2023-05-12;"8059";APV;YTD;0.03903880462751186
2023-05-13;"8059";APV;"1M";0.008727095394040818
2023-05-13;"8059";APV;"3M";0.026005060972408733
2023-05-13;"8059";APV;"6M";0.05345377719850508
2023-05-13;"8059";APV;"1Y";0.102849516007401
2023-05-13;"8059";APV;YTD;0.03933910839293708
2023-05-14;"8059";APV;"1M";0.008728226820856166
2023-05-14;"8059";APV;"3M";0.026007823585548984
2023-05-14;"8059";APV;"6M";0.053456051849435804
2023-05-14;"8059";APV;"1Y";0.10294636074134433
2023-05-14;"8059";APV;YTD;0.03964066272246192
2023-05-15;"8059";APV;"1M";0.008728816428054342
2023-05-15;"8059";APV;"3M";0.026009375909490373
2023-05-15;"8059";APV;"6M";0.053457737152090345
2023-05-15;"8059";APV;"1Y";0.10304120721624477
2023-05-15;"8059";APV;YTD;0.039941853801900074
2023-05-16;"8059";APV;"1M";0.008729047945066792
2023-05-16;"8059";APV;"3M";0.026019070009829726
2023-05-16;"8059";APV;"6M";0.053459328427430286
2023-05-16;"8059";APV;"1Y";0.10313526307887999
2023-05-16;"8059";APV;YTD;0.04024267595546949
2023-05-17;"8059";APV;"1M";0.008729929892029142
2023-05-17;"8059";APV;"3M";0.02602096497268036
2023-05-17;"8059";APV;"6M";0.05346164403619302
2023-05-17;"8059";APV;"1Y";0.10322830874056077
2023-05-17;"8059";APV;YTD;0.040544451640515566
2023-05-18;"8059";APV;"1M";0.008730896890304596
2023-05-18;"8059";APV;"3M";0.02602304426728086
2023-05-18;"8059";APV;"6M";0.05346414954480849
2023-05-18;"8059";APV;"1Y";0.10332123686711503
2023-05-18;"8059";APV;YTD;0.040846607602995855
2023-05-19;"8059";APV;"1M";0.008731432706637676
2023-05-19;"8059";APV;"3M";0.026024805551988717
2023-05-19;"8059";APV;"6M";0.053466655168805
2023-05-19;"8059";APV;"1Y";0.10341403896837043
2023-05-19;"8059";APV;YTD;0.04114895843401212
2023-05-20;"8059";APV;"1M";0.008732336246355166
2023-05-20;"8059";APV;"3M";0.02602640778156773
2023-05-20;"8059";APV;"6M";0.05347000554515868
2023-05-20;"8059";APV;"1Y";0.10350690729804257
2023-05-20;"8059";APV;YTD;0.04145150602549186
2023-05-21;"8059";APV;"1M";0.008732993964551738
2023-05-21;"8059";APV;"3M";0.026028226581551905
2023-05-21;"8059";APV;"6M";0.053472117524527185
2023-05-21;"8059";APV;"1Y";0.10359956879627163
2023-05-21;"8059";APV;YTD;0.04175399685914538
2023-05-22;"8059";APV;"1M";0.008733668000529438
2023-05-22;"8059";APV;"3M";0.026029943383738763
2023-05-22;"8059";APV;"6M";0.053478043308215595
2023-05-22;"8059";APV;"1Y";0.10369107866006333
2023-05-22;"8059";APV;YTD;0.04205669769675535
2023-05-23;"8059";APV;"1M";0.00873436942137129
2023-05-23;"8059";APV;"3M";0.02603843109658399
2023-05-23;"8059";APV;"6M";0.05348377252148362
2023-05-23;"8059";APV;"1Y";0.10378235877863795
2023-05-23;"8059";APV;YTD;0.042359171503061344
2023-05-24;"8059";APV;"1M";0.008734291802349414
2023-05-24;"8059";APV;"3M";0.02603942740780263
2023-05-24;"8059";APV;"6M";0.05348982607296393
2023-05-24;"8059";APV;"1Y";0.10387315904520489
2023-05-24;"8059";APV;YTD;0.04266158287575861
