"Run Fondo";"serie_fm";"caracteristicas";"fecha_inicio";"fecha_termino";"valor_inicial_cuota";"continuadora_de_serie"
"8976";UNICA;;2013-03-01;2020-12-01;1000;
"8976";ALPAT;;2020-12-02;;1000;UNICA
"8976";APV;APV;2021-05-28;;1000;
"8976";APV-AP;APV;2021-11-29;;1000;
"8976";BPRIV;;2021-01-25;;1000;
"8976";COLAB;;2020-12-10;;1000;
"8976";INVER;;2020-12-02;;1000;
"9022";UNICA;;2013-09-03;2018-05-16;1000;
"9022";A;;2018-05-17;;NaN;UNICA
"9022";BCH;;2023-05-16;;1250;
"9022";IE;;;;1250;
"9022";P;;2018-05-17;;1000;
"9166";UNICA;;2015-04-06;2021-09-11;1000;
"9253";UNICA;;2015-11-02;2021-09-11;1000;
